customer_id,full_name,document_cpf,signup_date
CUST-12490,João Oliveira,937.857.180-15,24/10/2024
CUST-12491,Rafael Souza,164.753.238-61,27/11/2023
CUST-12492,Lucas Alves,163.815.497-32,31/03/2024
CUST-12493,Marcos Silva,341.317.294-35,06/11/2025
CUST-12494,Lucas Ribeiro,167.363.677-14,12/01/2024
CUST-12495,Julia Alves,278.228.543-75,30/04/2025
CUST-12496,Carlos Pereira,525.428.282-87,31/03/2025
CUST-12497,Carlos Souza,314.482.199-87,05/05/2025
CUST-12498,Lucas Pereira,983.703.160-32,15/11/2024
CUST-12499,Fernanda Gomes,502.459.308-87,11/02/2024
CUST-12500,Ana Oliveira,830.817.172-45,19/07/2023
CUST-12501,Carlos Souza,835.554.648-24,05/07/2024
CUST-12502,Thiago Souza,783.314.579-72,23/05/2025
CUST-12503,Beatriz Lima,252.557.992-73,30/04/2023
CUST-12504,Thiago Oliveira,628.620.860-62,18/01/2024
CUST-12505,Marcos Ribeiro,393.831.317-96,04/07/2024
CUST-12506,Camila Souza,519.531.563-64,28/02/2025
CUST-12507,João Lima,224.417.867-38,19/08/2024
CUST-12508,Lucas Souza,728.252.371-90,10/02/2024
CUST-12509,Lucas Gomes,718.269.720-45,28/12/2024
CUST-12510,Thiago Silva,298.213.615-45,07/10/2025
CUST-12511,Pedro Alves,975.955.579-95,05/11/2024
CUST-12512,Ana Santos,408.383.836-15,01/10/2024
CUST-12513,Ana Silva,672.267.458-72,03/11/2023
CUST-12514,Lucas Rodrigues,993.507.913-32,19/12/2023
CUST-12515,Ana Lima,256.954.569-71,07/11/2023
CUST-12516,Pedro Costa,275.545.164-34,24/05/2024
CUST-12517,Pedro Ribeiro,365.103.912-73,30/08/2025
CUST-12518,Beatriz Souza,423.576.576-26,29/04/2023
CUST-12519,Mariana Rodrigues,839.408.459-89,21/11/2025
CUST-12520,Camila Ferreira,126.967.844-17,03/12/2025
CUST-12521,Beatriz Ferreira,755.957.250-31,21/11/2024
CUST-12522,Thiago Lima,389.633.393-12,05/02/2025
CUST-12523,Mariana Ribeiro,159.327.600-90,30/08/2023
CUST-12524,Carlos Gomes,658.998.919-40,30/03/2025
CUST-12525,Pedro Silva,871.311.192-80,08/03/2025
CUST-12526,Pedro Ferreira,692.259.150-51,27/04/2023
CUST-12527,Mariana Ferreira,679.330.444-61,29/12/2025
CUST-12528,Julia Ferreira,186.208.991-13,31/05/2023
CUST-12529,Beatriz Alves,458.826.570-86,26/04/2024
CUST-12530,Fernanda Souza,123.443.306-44,13/09/2023
CUST-12531,Thiago Pereira,133.134.854-21,01/03/2024
CUST-12532,João Pereira,861.202.913-83,01/05/2025
CUST-12533,Julia Souza,418.436.724-59,10/12/2025
CUST-12534,Rafael Santos,367.886.543-44,24/06/2024
CUST-12535,Pedro Pereira,584.499.174-90,06/01/2025
CUST-12536,Pedro Gomes,514.173.599-58,11/11/2024
CUST-12537,Thiago Ribeiro,277.445.492-41,31/10/2024
CUST-12538,Marcos Souza,120.809.635-73,03/05/2024
CUST-12539,Julia Oliveira,288.241.268-62,19/07/2023
CUST-12540,Maria Alves,663.963.454-52,09/12/2023
CUST-12541,Lucas Oliveira,590.545.407-76,18/12/2024
CUST-12542,Beatriz Ribeiro,554.565.300-20,21/10/2025
CUST-12543,Pedro Lima,136.721.789-64,09/08/2025
CUST-12544,Fernanda Oliveira,819.149.740-11,25/07/2025
CUST-12545,Rafael Pereira,624.320.592-14,24/09/2025
CUST-12546,Carlos Rodrigues,837.165.962-25,23/10/2024
CUST-12547,Thiago Oliveira,598.549.345-36,07/08/2024
CUST-12548,Mariana Ribeiro,693.907.938-48,24/08/2025
CUST-12549,Thiago Souza,148.556.197-21,06/11/2024
CUST-12550,Marcos Pereira,653.733.964-14,15/07/2023
CUST-12551,João Santos,156.153.799-24,26/02/2024
CUST-12552,Camila Silva,956.924.956-34,01/07/2025
CUST-12553,Marcos Costa,614.420.848-22,02/10/2025
CUST-12554,Ana Pereira,453.335.799-33,18/12/2023
CUST-12555,Ana Silva,806.445.372-61,02/05/2025
CUST-12556,Rafael Silva,336.491.675-29,30/03/2025
CUST-12557,Camila Rodrigues,421.413.350-21,05/06/2024
CUST-12558,Carlos Pereira,476.256.486-90,26/02/2025
CUST-12559,Rafael Santos,647.626.304-26,19/06/2023
CUST-12560,Maria Ribeiro,855.909.653-97,04/09/2025
CUST-12561,Marcos Lima,970.612.747-79,20/02/2024
CUST-12562,Carlos Ribeiro,247.620.574-86,12/05/2023
CUST-12563,Pedro Lima,685.359.205-99,24/09/2023
CUST-12564,Maria Costa,925.475.194-43,09/03/2024
CUST-12565,Rafael Souza,836.219.690-22,27/07/2023
CUST-12566,Camila Pereira,916.266.521-99,10/08/2024
CUST-12567,Julia Ferreira,583.895.376-46,04/10/2023
CUST-12568,Marcos Pereira,870.605.331-96,08/02/2025
CUST-12569,Rafael Rodrigues,509.171.168-90,21/12/2024
CUST-12570,Lucas Rodrigues,203.687.922-94,08/09/2025
CUST-12571,Marcos Santos,653.643.539-62,28/08/2023
CUST-12572,Marcos Ribeiro,495.332.861-90,07/08/2025
CUST-12573,João Gomes,645.332.506-75,18/05/2023
CUST-12574,João Gomes,241.539.615-66,27/05/2023
CUST-12575,Julia Pereira,461.793.800-76,03/01/2024
CUST-12576,Carlos Santos,552.360.967-18,09/07/2024
CUST-12577,Maria Oliveira,909.561.754-69,21/12/2023
CUST-12578,Thiago Ribeiro,647.562.975-12,19/10/2023
CUST-12579,Fernanda Santos,308.188.986-33,24/07/2025
CUST-12580,Rafael Costa,697.246.600-63,15/05/2025
CUST-12581,Rafael Gomes,888.906.376-68,25/09/2025
CUST-12582,Marcos Oliveira,734.691.286-40,13/03/2025
CUST-12583,Fernanda Ribeiro,148.684.311-79,01/05/2024
CUST-12584,Thiago Oliveira,655.343.986-65,24/10/2023
CUST-12585,Lucas Silva,226.269.361-26,21/05/2025
CUST-12586,João Ribeiro,460.194.481-17,06/10/2024
CUST-12587,Marcos Pereira,990.652.590-61,25/12/2023
CUST-12588,Mariana Lima,324.528.866-65,24/12/2023
CUST-12589,Camila Oliveira,202.331.273-30,02/06/2023
CUST-12590,Rafael Silva,208.864.598-58,19/11/2024
CUST-12591,Thiago Ribeiro,518.885.922-71,16/04/2024
CUST-12592,Camila Santos,224.215.592-87,14/09/2023
CUST-12593,Marcos Souza,338.499.131-10,30/07/2025
CUST-12594,Marcos Santos,335.938.881-98,03/11/2023
CUST-12595,Lucas Gomes,943.831.992-90,28/04/2024
CUST-12596,Fernanda Costa,868.482.292-74,20/08/2024
CUST-12597,Thiago Ribeiro,716.673.822-15,22/07/2024
CUST-12598,Beatriz Oliveira,906.247.364-39,19/11/2023
CUST-12599,Fernanda Lima,802.979.842-44,18/09/2024
CUST-12600,Rafael Santos,405.126.325-20,15/09/2025
CUST-12601,Pedro Gomes,458.679.599-93,25/12/2023
CUST-12602,Pedro Lima,777.784.642-69,14/07/2025
CUST-12603,Beatriz Gomes,724.153.615-71,26/12/2023
CUST-12604,Rafael Ribeiro,675.719.695-64,05/09/2024
CUST-12605,Fernanda Gomes,291.212.659-95,06/09/2023
CUST-12606,Fernanda Santos,438.355.215-90,08/12/2023
CUST-12607,Thiago Lima,509.882.755-23,21/01/2024
CUST-12608,Beatriz Ferreira,511.470.492-41,01/10/2023
CUST-12609,Ana Ribeiro,515.724.730-70,09/08/2023
CUST-12610,Beatriz Ribeiro,716.131.632-87,08/05/2023
CUST-12611,Pedro Oliveira,105.629.672-92,14/12/2025
CUST-12612,Beatriz Santos,347.136.542-74,06/04/2025
CUST-12613,Fernanda Costa,229.970.153-39,24/01/2025
CUST-12614,Beatriz Gomes,587.113.451-96,04/08/2024
CUST-12615,Ana Silva,704.368.455-95,11/07/2025
CUST-12616,Lucas Ribeiro,332.674.294-26,31/07/2023
CUST-12617,Mariana Ribeiro,346.610.175-22,31/03/2025
CUST-12618,Thiago Alves,457.728.708-93,14/02/2025
CUST-12619,Carlos Costa,189.117.465-50,11/04/2023
CUST-12620,João Gomes,481.321.216-54,23/06/2025
CUST-12621,Marcos Oliveira,291.992.484-50,30/12/2023
CUST-12622,Lucas Souza,770.665.800-91,28/09/2023
CUST-12623,Fernanda Pereira,461.990.873-53,04/02/2025
CUST-12624,Beatriz Santos,980.367.866-16,18/09/2024
CUST-12625,Thiago Silva,187.859.537-80,19/01/2024
CUST-12626,Marcos Santos,849.756.639-92,25/04/2023
CUST-12627,Camila Ribeiro,211.171.105-61,18/09/2024
CUST-12628,João Silva,945.756.725-98,06/08/2023
CUST-12629,Maria Gomes,279.186.138-18,08/08/2024
CUST-12630,Fernanda Pereira,705.309.594-33,01/09/2025
CUST-12631,Carlos Costa,727.530.495-36,24/04/2025
CUST-12632,Pedro Oliveira,406.995.865-20,17/04/2025
CUST-12633,Marcos Rodrigues,203.495.427-27,06/07/2025
CUST-12634,Beatriz Souza,654.555.445-63,15/05/2024
CUST-12635,Rafael Ribeiro,139.987.319-18,22/03/2025
CUST-12636,Pedro Alves,791.565.940-96,04/09/2023
CUST-12637,João Oliveira,541.976.391-84,10/05/2025
CUST-12638,Julia Rodrigues,516.760.945-27,26/10/2025
CUST-12639,Ana Ribeiro,358.523.428-59,20/08/2023
CUST-12640,Mariana Ribeiro,953.614.749-88,07/11/2023
CUST-12641,Rafael Souza,568.638.233-78,06/12/2023
CUST-12642,Julia Pereira,392.950.339-96,12/08/2023
CUST-12643,Rafael Souza,448.856.801-10,27/02/2025
CUST-12644,Mariana Oliveira,161.416.415-67,19/09/2023
CUST-12645,Camila Lima,918.105.695-67,06/11/2024
CUST-12646,Pedro Ferreira,938.951.254-27,23/05/2024
CUST-12647,Julia Alves,679.300.651-66,26/07/2023
CUST-12648,Camila Ferreira,320.792.941-14,02/08/2024
CUST-12649,Ana Rodrigues,526.553.214-47,29/10/2025
CUST-12650,Camila Pereira,573.957.677-35,20/08/2023
CUST-12651,Thiago Souza,741.437.905-58,08/04/2024
CUST-12652,Carlos Gomes,310.369.900-11,28/09/2023
CUST-12653,Fernanda Rodrigues,285.493.880-86,10/11/2025
CUST-12654,Maria Silva,315.138.405-13,27/04/2025
CUST-12655,Camila Oliveira,187.226.548-44,08/10/2023
CUST-12656,Fernanda Rodrigues,203.108.271-48,29/09/2023
CUST-12657,Thiago Santos,499.258.563-50,12/11/2023
CUST-12658,Marcos Costa,719.653.275-48,07/01/2024
CUST-12659,João Ribeiro,132.298.828-73,04/08/2025
CUST-12660,Julia Santos,532.567.627-74,28/07/2024
CUST-12661,Rafael Pereira,466.693.388-41,15/07/2024
CUST-12662,Maria Souza,111.379.354-39,17/11/2023
CUST-12663,João Ferreira,440.321.859-32,23/12/2023
CUST-12664,Marcos Souza,972.239.861-11,15/06/2023
CUST-12665,Lucas Pereira,921.384.854-94,29/02/2024
CUST-12666,Thiago Santos,618.939.367-21,19/10/2023
CUST-12667,Pedro Ribeiro,354.124.980-15,07/10/2025
CUST-12668,Rafael Ribeiro,601.293.732-50,17/05/2023
CUST-12669,Mariana Gomes,418.143.345-28,01/11/2025
CUST-12670,Maria Santos,838.237.264-68,13/03/2024
CUST-12671,Mariana Costa,113.224.110-78,06/05/2025
CUST-12672,Camila Oliveira,883.573.470-46,20/08/2023
CUST-12673,Beatriz Santos,804.313.838-58,10/11/2023
CUST-12674,Thiago Souza,296.112.773-81,15/12/2025
CUST-12675,Maria Gomes,533.397.488-45,12/05/2023
CUST-12676,Thiago Souza,907.517.738-45,13/06/2025
CUST-12677,Carlos Ribeiro,417.439.316-95,27/11/2024
CUST-12678,Lucas Rodrigues,377.146.667-61,30/12/2025
CUST-12679,Beatriz Oliveira,827.803.579-23,23/09/2023
CUST-12680,Rafael Gomes,861.792.771-62,04/12/2025
CUST-12681,Rafael Souza,337.540.383-80,14/10/2025
CUST-12682,Maria Pereira,133.769.526-33,27/06/2023
CUST-12683,Fernanda Ferreira,109.391.176-70,31/03/2025
CUST-12684,Beatriz Gomes,899.431.267-27,11/01/2024
CUST-12685,Carlos Lima,946.329.736-51,27/06/2025
CUST-12686,Carlos Lima,596.741.917-58,16/02/2025
CUST-12687,João Ferreira,726.899.612-91,19/07/2023
CUST-12688,Ana Santos,820.530.806-27,08/08/2023
CUST-12689,Camila Souza,522.119.587-45,16/05/2025
CUST-12690,Carlos Rodrigues,497.893.571-11,11/01/2024
CUST-12691,Maria Ribeiro,916.150.575-80,07/02/2025
CUST-12692,Pedro Ribeiro,963.612.239-19,22/09/2024
CUST-12693,Rafael Ferreira,990.812.342-78,23/07/2023
CUST-12694,Maria Costa,509.316.889-93,25/12/2025
CUST-12695,Lucas Pereira,221.877.829-20,01/06/2024
CUST-12696,Mariana Ferreira,756.406.425-40,26/12/2025
CUST-12697,Fernanda Ribeiro,809.690.419-14,11/11/2024
CUST-12698,Julia Ferreira,895.471.665-30,31/10/2023
CUST-12699,Thiago Ferreira,839.316.752-33,12/02/2025
CUST-12700,Ana Santos,847.440.385-16,20/06/2023
CUST-12701,Camila Santos,534.363.161-42,14/12/2025
CUST-12702,Beatriz Ribeiro,397.502.803-62,12/10/2023
CUST-12703,Fernanda Oliveira,166.675.249-79,07/08/2024
CUST-12704,Lucas Ribeiro,552.851.336-16,10/12/2025
CUST-12705,Julia Gomes,987.958.409-22,17/12/2024
CUST-12706,Carlos Gomes,147.201.552-67,03/06/2024
CUST-12707,Carlos Santos,636.535.387-93,24/09/2024
CUST-12708,Julia Alves,846.599.232-82,29/10/2023
CUST-12709,Marcos Silva,264.846.681-18,10/12/2024
CUST-12710,Camila Pereira,345.698.378-61,31/05/2024
CUST-12711,Ana Pereira,564.914.160-35,21/04/2025
CUST-12712,Carlos Oliveira,638.902.891-70,26/07/2025
CUST-12713,Marcos Souza,678.739.132-89,04/07/2024
CUST-12714,Fernanda Silva,259.756.690-14,30/11/2025
CUST-12715,Mariana Rodrigues,980.528.223-75,16/10/2023
CUST-12716,Thiago Rodrigues,383.295.699-34,22/07/2024
CUST-12717,Pedro Santos,648.884.195-29,31/05/2023
CUST-12718,Marcos Silva,455.575.480-75,01/05/2024
CUST-12719,Camila Lima,584.944.237-27,24/12/2023
CUST-12720,Carlos Ferreira,659.927.273-93,02/06/2024
CUST-12721,Fernanda Alves,529.485.972-65,14/07/2024
CUST-12722,Pedro Costa,669.870.237-72,04/08/2024
CUST-12723,Maria Lima,429.455.817-17,20/05/2025
CUST-12724,Rafael Costa,199.826.677-54,22/03/2024
CUST-12725,Rafael Ribeiro,106.614.815-43,06/07/2024
CUST-12726,Thiago Silva,337.693.418-50,14/09/2024
CUST-12727,Beatriz Rodrigues,801.438.709-82,02/05/2025
CUST-12728,Thiago Lima,484.904.506-33,28/07/2023
CUST-12729,Thiago Ribeiro,559.871.945-11,27/05/2024
CUST-12730,Julia Oliveira,535.747.369-83,13/04/2024
CUST-12731,Julia Gomes,920.482.842-95,15/12/2023
CUST-12732,Julia Silva,485.255.692-17,22/09/2023
CUST-12733,Ana Souza,395.684.101-83,05/09/2024
CUST-12734,Julia Ferreira,211.121.640-57,24/08/2023
CUST-12735,Thiago Pereira,168.155.286-93,16/12/2025
CUST-12736,Fernanda Rodrigues,823.924.886-60,24/01/2025
CUST-12737,Ana Costa,410.780.921-19,25/03/2024
CUST-12738,Marcos Santos,400.861.569-79,17/07/2023
CUST-12739,Fernanda Souza,786.834.976-98,09/05/2024
CUST-12740,Beatriz Ferreira,489.773.950-50,30/01/2025
CUST-12741,Lucas Oliveira,616.765.779-94,17/09/2024
CUST-12742,Marcos Costa,946.408.340-14,30/08/2025
CUST-12743,Rafael Alves,608.935.375-83,10/07/2024
CUST-12744,João Silva,887.400.154-14,22/08/2025
CUST-12745,Beatriz Gomes,251.714.271-61,17/07/2024
CUST-12746,Pedro Alves,279.415.333-15,21/04/2023
CUST-12747,Fernanda Alves,160.425.697-56,15/12/2025
CUST-12748,Marcos Rodrigues,765.729.943-79,08/01/2025
CUST-12749,Mariana Santos,550.867.337-34,30/09/2025
CUST-12750,Carlos Oliveira,879.292.911-83,28/06/2025
CUST-12751,Camila Lima,457.757.589-26,09/04/2023
CUST-12752,Camila Costa,342.443.897-35,08/10/2024
CUST-12753,Rafael Alves,395.427.698-55,25/07/2025
CUST-12754,Mariana Souza,429.985.514-52,26/02/2025
CUST-12755,Mariana Lima,929.929.334-54,23/07/2025
CUST-12756,Julia Gomes,463.952.800-46,14/04/2024
CUST-12757,Thiago Alves,831.939.817-51,13/04/2023
CUST-12758,Fernanda Pereira,896.679.550-82,05/12/2024
CUST-12759,Camila Souza,863.111.308-90,17/10/2025
CUST-12760,Carlos Silva,101.282.992-82,15/12/2024
CUST-12761,Camila Santos,290.233.885-28,24/08/2023
CUST-12762,Mariana Pereira,867.866.174-71,22/01/2024
CUST-12763,Rafael Souza,684.774.296-18,14/11/2024
CUST-12764,Beatriz Santos,122.491.821-68,10/06/2025
CUST-12765,Fernanda Souza,308.291.482-64,29/11/2023
CUST-12766,Beatriz Oliveira,112.687.350-65,12/08/2024
CUST-12767,Carlos Ribeiro,401.508.960-21,05/07/2025
CUST-12768,Camila Gomes,580.730.106-53,05/11/2024
CUST-12769,Pedro Lima,538.275.827-29,06/03/2024
CUST-12770,Carlos Lima,163.260.581-65,14/11/2025
CUST-12771,Rafael Souza,654.935.176-78,04/07/2025
CUST-12772,Pedro Oliveira,378.648.659-63,13/12/2025
CUST-12773,Ana Ferreira,446.392.334-90,14/04/2023
CUST-12774,Julia Pereira,931.277.982-61,04/08/2023
CUST-12775,Beatriz Silva,586.260.697-60,04/05/2024
CUST-12776,Fernanda Ribeiro,240.722.748-97,16/01/2025
CUST-12777,Mariana Souza,184.599.715-89,03/02/2025
CUST-12778,Maria Lima,523.847.782-82,22/06/2024
CUST-12779,João Ferreira,500.303.912-89,14/03/2024
CUST-12780,Pedro Pereira,521.497.118-90,26/02/2024
CUST-12781,Thiago Costa,224.588.864-31,16/09/2025
CUST-12782,Thiago Lima,519.448.344-76,12/01/2024
CUST-12783,Marcos Santos,126.669.759-84,14/08/2024
CUST-12784,Camila Gomes,825.810.264-25,28/08/2024
CUST-12785,Mariana Costa,813.920.824-42,16/06/2023
CUST-12786,Beatriz Ribeiro,965.936.460-31,06/06/2024
CUST-12787,Beatriz Ferreira,397.238.851-98,31/05/2023
CUST-12788,Beatriz Costa,364.499.262-70,06/12/2025
CUST-12789,Julia Ferreira,223.134.303-55,09/05/2024
CUST-12790,Fernanda Ferreira,122.590.125-51,30/04/2025
CUST-12791,Marcos Santos,145.316.130-74,16/04/2023
CUST-12792,Maria Gomes,947.147.325-69,26/07/2024
CUST-12793,Beatriz Alves,375.446.675-56,01/01/2025
CUST-12794,Camila Costa,499.523.261-21,18/01/2025
CUST-12795,Rafael Oliveira,261.399.538-48,19/09/2023
CUST-12796,Lucas Lima,809.541.125-30,27/09/2025
CUST-12797,Carlos Pereira,291.875.496-44,13/04/2025
CUST-12798,Maria Costa,949.478.612-37,22/05/2024
CUST-12799,Julia Alves,210.245.690-37,26/08/2023
CUST-12800,Lucas Ribeiro,421.362.960-66,26/08/2023
CUST-12801,Pedro Santos,371.738.560-75,18/10/2023
CUST-12802,Carlos Souza,348.843.948-55,11/08/2025
CUST-12803,Maria Alves,669.781.874-43,03/10/2024
CUST-12804,Julia Rodrigues,979.538.834-43,07/06/2023
CUST-12805,Pedro Gomes,374.258.163-79,27/06/2025
CUST-12806,Fernanda Gomes,428.728.603-14,01/10/2024
CUST-12807,Marcos Gomes,750.861.366-96,02/10/2025
CUST-12808,Thiago Ferreira,482.381.364-20,17/12/2024
CUST-12809,Lucas Santos,302.803.295-14,21/03/2025
CUST-12810,Carlos Lima,987.908.557-75,19/10/2023
CUST-12811,Camila Ribeiro,431.594.847-21,17/09/2023
CUST-12812,João Pereira,950.608.552-59,01/11/2024
CUST-12813,Carlos Pereira,802.124.556-28,15/05/2023
CUST-12814,Maria Gomes,489.226.530-20,24/03/2025
CUST-12815,Rafael Souza,616.896.996-29,08/04/2023
CUST-12816,Mariana Ferreira,396.474.881-59,15/06/2023
CUST-12817,Beatriz Pereira,162.371.161-62,13/03/2025
CUST-12818,Thiago Costa,558.292.344-67,05/07/2023
CUST-12819,Maria Gomes,200.392.681-52,01/09/2023
CUST-12820,João Costa,821.132.773-55,11/09/2025
CUST-12821,Beatriz Costa,989.358.747-69,28/05/2025
CUST-12822,Thiago Costa,634.750.870-21,15/09/2024
CUST-12823,Maria Gomes,584.345.974-25,04/11/2025
CUST-12824,Beatriz Gomes,944.988.334-70,26/02/2025
CUST-12825,João Souza,803.331.286-62,04/03/2025
CUST-12826,Maria Costa,411.701.521-91,31/12/2023
CUST-12827,Maria Silva,295.270.616-28,09/08/2023
CUST-12828,Camila Oliveira,279.658.998-86,20/08/2023
CUST-12829,Marcos Pereira,986.127.666-32,28/04/2024
CUST-12830,Beatriz Gomes,203.265.561-45,12/11/2023
CUST-12831,Carlos Alves,503.864.815-69,28/08/2024
CUST-12832,Ana Souza,162.698.407-35,20/09/2023
CUST-12833,Carlos Gomes,295.357.997-91,12/05/2023
CUST-12834,Carlos Ribeiro,450.328.232-48,25/10/2025
CUST-12835,Marcos Silva,506.772.534-36,02/08/2024
CUST-12836,Fernanda Silva,732.605.684-38,18/12/2025
CUST-12837,Marcos Alves,513.412.772-54,30/01/2025
CUST-12838,Rafael Oliveira,234.364.205-44,12/08/2024
CUST-12839,Thiago Ferreira,476.177.273-83,06/03/2025
CUST-12840,Thiago Pereira,952.751.961-83,04/05/2023
CUST-12841,Lucas Ribeiro,639.259.885-74,10/10/2024
CUST-12842,Pedro Alves,395.116.906-91,02/12/2025
CUST-12843,Pedro Oliveira,855.149.103-90,28/01/2025
CUST-12844,Julia Rodrigues,147.127.571-61,26/06/2024
CUST-12845,Camila Ribeiro,268.635.136-94,20/08/2025
CUST-12846,Thiago Alves,303.112.112-73,13/12/2025
CUST-12847,Marcos Santos,734.316.785-73,03/10/2024
CUST-12848,Rafael Gomes,751.202.164-46,20/12/2024
CUST-12849,Fernanda Souza,873.857.578-46,21/07/2024
CUST-12850,Fernanda Souza,931.114.265-81,09/04/2025
CUST-12851,Julia Costa,188.192.899-50,27/09/2023
CUST-12852,Ana Ferreira,768.609.285-60,06/12/2025
CUST-12853,Rafael Alves,899.255.310-34,08/08/2025
CUST-12854,Maria Oliveira,713.807.361-31,09/10/2025
CUST-12855,Thiago Souza,579.746.927-56,22/11/2023
CUST-12856,Thiago Rodrigues,221.245.468-54,04/02/2024
CUST-12857,Camila Lima,915.154.992-66,03/07/2023
CUST-12858,Rafael Costa,514.869.184-72,13/10/2023
CUST-12859,Camila Rodrigues,401.923.522-34,15/11/2024
CUST-12860,Marcos Rodrigues,343.754.872-27,10/01/2024
CUST-12861,Lucas Lima,755.387.449-39,25/04/2025
CUST-12862,Lucas Santos,809.746.994-74,29/10/2023
CUST-12863,João Costa,586.482.928-98,27/12/2023
CUST-12864,Julia Ferreira,870.407.160-59,18/10/2025
CUST-12865,Maria Alves,954.947.896-53,24/11/2024
CUST-12866,Pedro Alves,168.700.164-42,05/08/2024
CUST-12867,Lucas Rodrigues,841.414.449-80,10/09/2025
CUST-12868,Pedro Gomes,898.605.450-34,05/04/2025
CUST-12869,Pedro Lima,765.920.342-55,08/09/2023
CUST-12870,Ana Costa,248.283.194-51,14/01/2025
CUST-12871,Marcos Alves,736.583.383-11,22/07/2025
CUST-12872,Maria Ferreira,418.829.963-41,18/05/2023
CUST-12873,Marcos Pereira,900.405.553-49,07/09/2025
CUST-12874,Julia Alves,575.499.276-82,16/06/2025
CUST-12875,Beatriz Gomes,665.625.854-26,29/10/2025
CUST-12876,Pedro Souza,882.993.360-54,20/06/2025
CUST-12877,Julia Alves,429.479.832-64,16/06/2023
CUST-12878,Beatriz Santos,294.966.457-10,24/09/2025
CUST-12879,Maria Rodrigues,231.528.260-13,16/05/2024
CUST-12880,Beatriz Pereira,695.585.583-54,04/08/2025
CUST-12881,Carlos Gomes,574.451.426-50,22/09/2025
CUST-12882,Pedro Alves,263.205.913-13,22/10/2024
CUST-12883,Beatriz Costa,853.174.940-18,10/04/2025
CUST-12884,Beatriz Silva,773.949.490-69,30/09/2025
CUST-12885,Mariana Costa,317.104.751-74,05/06/2025
CUST-12886,Maria Ribeiro,590.864.259-25,14/05/2025
CUST-12887,João Ferreira,953.477.156-34,25/09/2024
CUST-12888,Beatriz Alves,750.258.849-10,10/04/2024
CUST-12889,Carlos Oliveira,883.144.416-37,15/10/2025
CUST-12890,Fernanda Alves,927.901.238-10,05/10/2025
CUST-12891,Ana Ferreira,598.217.429-94,09/11/2023
CUST-12892,Marcos Oliveira,599.692.890-52,15/09/2025
CUST-12893,Rafael Souza,219.781.579-56,03/08/2023
CUST-12894,João Rodrigues,610.826.945-70,20/06/2023
CUST-12895,Maria Costa,625.188.644-67,04/01/2025
CUST-12896,Camila Souza,545.705.285-45,30/05/2024
CUST-12897,Camila Gomes,758.631.680-91,20/10/2024
CUST-12898,Ana Alves,314.779.666-72,03/04/2024
CUST-12899,Lucas Ferreira,166.159.436-78,14/02/2025
CUST-12900,Ana Ribeiro,655.815.550-15,30/01/2024
CUST-12901,Julia Pereira,225.370.688-45,04/11/2024
CUST-12902,Mariana Rodrigues,981.525.831-13,30/05/2023
CUST-12903,Fernanda Pereira,374.301.903-76,24/11/2025
CUST-12904,Thiago Silva,672.216.449-54,23/12/2024
CUST-12905,Fernanda Ferreira,198.247.869-99,08/03/2025
CUST-12906,Fernanda Oliveira,676.362.736-38,19/11/2023
CUST-12907,Rafael Gomes,216.586.980-13,21/03/2025
CUST-12908,Fernanda Alves,551.528.228-57,03/04/2025
CUST-12909,Maria Rodrigues,629.481.668-19,22/07/2025
CUST-12910,João Souza,346.100.849-91,19/11/2023
CUST-12911,Ana Costa,467.188.181-97,14/06/2023
CUST-12912,Rafael Rodrigues,664.982.431-84,04/08/2024
CUST-12913,Fernanda Ferreira,163.579.350-96,11/08/2024
CUST-12914,Marcos Gomes,400.615.625-35,29/05/2023
CUST-12915,Camila Silva,157.780.727-96,27/04/2025
CUST-12916,Maria Souza,382.436.989-15,05/10/2025
CUST-12917,Mariana Alves,829.857.664-95,17/11/2025
CUST-12918,Thiago Ferreira,696.356.390-67,11/06/2024
CUST-12919,Camila Lima,556.918.208-50,12/01/2024
CUST-12920,Camila Ferreira,839.452.521-66,08/10/2023
CUST-12921,João Gomes,744.570.223-49,03/12/2023
CUST-12922,Camila Silva,301.821.803-24,08/07/2025
CUST-12923,Pedro Pereira,494.259.311-54,03/12/2025
CUST-12924,Fernanda Souza,932.887.493-28,27/09/2024
CUST-12925,Thiago Souza,515.746.361-46,25/10/2025
CUST-12926,Camila Ferreira,767.229.850-93,11/10/2025
CUST-12927,Carlos Oliveira,797.756.114-88,06/10/2024
CUST-12928,Thiago Pereira,466.822.994-77,10/12/2024
CUST-12929,Ana Costa,104.661.486-29,26/10/2023
CUST-12930,Lucas Costa,263.756.743-58,29/07/2023
CUST-12931,Mariana Silva,232.353.518-23,12/08/2024
CUST-12932,Mariana Oliveira,157.694.984-97,20/05/2025
CUST-12933,Maria Gomes,503.195.120-20,13/09/2023
CUST-12934,Maria Ferreira,159.151.136-12,16/08/2024
CUST-12935,Pedro Souza,731.237.945-11,25/12/2023
CUST-12936,Maria Silva,476.806.431-80,09/10/2023
CUST-12937,Mariana Alves,975.834.354-30,24/02/2025
CUST-12938,Pedro Silva,794.653.973-27,16/10/2023
CUST-12939,Mariana Gomes,251.432.599-23,01/07/2025
CUST-12940,Thiago Silva,144.318.907-80,17/02/2025
CUST-12941,Marcos Silva,753.276.861-39,27/10/2024
CUST-12942,Maria Silva,837.602.241-54,07/09/2023
CUST-12943,Thiago Silva,509.974.470-53,29/08/2024
